x,y,ct
525.7332498109579,42.42919188254612,2.0
450.2271796173732,707.9711706189208,3.0
777.1029994696447,502.7787525092214,2.0
331.87371253987584,481.45816234603325,1.0
857.8395184395139,414.4600551329115,0.0
25.20142367074896,940.4504935420886,1.0
661.9677904397076,283.25874382112085,1.0
388.33418211475913,925.9015965084992,2.0
916.7146119578825,702.2642408197249,1.0
506.08683351263886,218.82078632937274,3.0
417.8362440027158,563.3761103390351,3.0
677.5848402279095,842.3330461034712,1.0
941.1158736336223,816.019151924394,2.0
346.63001499026404,208.5024945255225,2.0
792.330219306258,349.0016406838594,1.0
805.1315402557016,833.1612447339762,1.0
730.6802005261156,803.414164159449,0.0
107.1874042315799,435.08364985882764,0.0
880.6220661656807,719.6875377244113,0.0
769.859656992702,330.74702616940476,3.0
626.3439592010263,414.47924952538915,0.0
642.4524189027923,386.9003430123682,1.0
380.79258371620807,178.3098277777202,2.0
472.2085874158014,259.4804044042771,1.0
980.4850789987785,246.25358896778982,2.0
762.3352442240589,120.039792177414,2.0
461.73890475653167,125.78138255308757,2.0
296.512750794629,175.72419325673062,3.0
198.89909182949916,429.5886190564138,0.0
87.3791787897964,715.7305877709653,3.0
175.5990709088219,713.3215621574107,2.0
983.1383610430723,652.9069507012146,1.0
87.78755488499445,558.9507946972767,2.0
514.4020604712206,608.9301489343916,1.0
826.1508194397967,694.1525454251833,2.0
875.2688098046626,951.5101483457323,2.0
640.9386397788642,73.4983847144366,2.0
353.2138917855185,164.77862322429638,2.0
759.8681936097393,778.6135141494253,1.0
856.3803600098597,785.4513189615666,1.0
147.81563961465994,481.22232943784127,3.0
870.2979366573464,826.348482160175,3.0
14.81658151644841,218.91532845097095,3.0
428.6906176485606,935.7016480752445,2.0
661.3652728075836,376.20296129771697,0.0
561.9186841471483,631.7260053525415,2.0
420.7717448489681,793.3737754378112,2.0
121.41343588142662,268.6826476715857,2.0
681.3771133450753,52.83534276301701,1.0
5.876623418416461,591.1553866010083,2.0
245.28483029520623,928.7175767816757,0.0
417.21052206834656,412.42128633071235,3.0
786.355798791708,261.3901341438851,3.0
928.0761912340095,910.1371687066239,1.0
572.9431878625472,896.0555446501594,3.0
240.2148952115326,161.17410070449816,0.0
746.077404022226,233.5568157154773,3.0
314.3929317043908,755.0656336974541,2.0
807.4163799788084,940.903182335795,0.0
589.22243729899,744.1374614105691,0.0
936.1027515124534,288.7992343147107,1.0
261.37197257718213,71.57078643215743,3.0
469.9043044630701,866.606595980301,1.0
2.6403787591319157,504.7909396861769,2.0
616.479845148184,471.18098822867216,3.0
220.3833129463149,829.151587936229,1.0
808.1339503920556,410.16717419127167,0.0
613.394837745331,23.687970036212015,1.0
690.7678924886183,977.9943282649677,2.0
585.979079628346,487.52696311958414,0.0
221.1431142583758,98.65625279074611,1.0
574.4922862277712,807.2496584547835,2.0
864.9424349486111,250.40894924509766,3.0
972.9510972086695,432.28354927296556,3.0
349.4019371528626,256.3508215229364,2.0
181.03835483022647,133.76387214899304,0.0
997.1573353078162,102.42825490595193,3.0
602.1203509554689,813.3620006590063,1.0
47.83221624994024,909.8317113517277,1.0
88.01583419597277,402.2723834810265,0.0
462.4388614943937,284.5113790284072,0.0
888.3539875081915,849.5234069615608,1.0
113.58131760031745,971.7805768842967,1.0
523.3712655677418,631.5123729769074,3.0
295.8279722562305,342.9675462131953,0.0
449.976408815591,24.677549993461223,1.0
364.45806387813144,479.16140078725215,0.0
375.3274677583467,796.7828553380294,3.0
347.3002932426487,729.402754178029,2.0
775.5349883259963,441.71706837434715,3.0
652.7146745919514,749.7619723491315,3.0
389.39658131687554,879.1083242192315,1.0
224.07712096731555,857.5468701850978,1.0
664.1648145865984,115.40865029309309,2.0
86.20674774520664,769.9748125025288,2.0
84.77552857437738,440.5818206288096,3.0
411.91638653824697,72.60374004469766,1.0
209.170933816296,277.71200759583695,1.0
447.9477909981206,345.58451858598016,2.0
668.3838849210891,484.9655100300797,3.0
457.5225807087351,90.60732761928308,0.0
757.4029585754483,911.104680966742,1.0
459.38966362809083,609.3142143921843,1.0
935.5381218498208,39.03313128739806,0.0
629.0031274176697,783.1754660244144,3.0
223.8929768953575,536.9047619792607,1.0
670.4046986402691,251.37147954505195,0.0
612.2517867167326,551.4976310812294,1.0
902.6266934146711,147.60108113297488,3.0
475.40935652129156,630.916948490355,2.0
553.800744078273,397.79362780760306,1.0
820.9710015336904,20.70685890177232,3.0
637.4031616127512,837.8405607241577,0.0
704.8888265362938,733.82506394818,1.0
846.1496155051844,54.84077846383172,3.0
235.9728510985434,760.5889717217395,2.0
870.3583105727967,164.97428110703183,3.0
767.0997933415267,605.0739203255765,1.0
623.631600110775,885.9681222963446,3.0
479.7446138158811,837.233057087693,1.0
205.87640460750546,340.9536728131113,0.0
289.4449456550776,710.3019324354526,2.0
416.0399253626782,293.0910339305779,1.0
629.2121112651993,264.0269403245817,1.0
527.071389354636,963.4170714899055,0.0
149.90743028019648,886.488892044484,3.0
203.41201659776888,915.1993496597142,3.0
271.561296922949,597.9090654742331,0.0
851.6232358035619,959.5393738522353,3.0
514.4292076473304,940.6938318902917,0.0
29.30652567679474,713.4713005479565,1.0
394.447175790363,599.826710394098,2.0
481.6408371785513,398.7763147842509,0.0
665.3531082090499,77.34817531198702,2.0
826.1634043051748,301.97114252773946,3.0
679.2263278634684,606.5727994812019,2.0
241.4217291389021,448.4749169375938,3.0
113.65467167172173,669.7582843833713,1.0
553.5874238005227,828.971321756964,2.0
443.5043253443949,671.5609791692705,3.0
757.751031119769,146.30980767255852,1.0
828.9846338914512,928.5563794634165,1.0
700.0890795123967,234.95811436863548,2.0
184.87801070822363,384.70308668907666,0.0
549.2657234055326,233.94535727905506,0.0
334.1616069453205,528.6879964675165,0.0
944.6686566596672,140.96211502372827,0.0
472.9811394538912,212.67922668692,0.0
374.44361455925264,404.39434417583203,3.0
616.0965927067631,978.7862494445502,0.0
474.9585132606821,545.8409757888652,0.0
356.6878405403179,321.250234235123,1.0
239.5425838945892,661.123448871332,3.0
351.2557504473498,37.36403909652747,0.0
831.5016359755042,608.2980676923294,1.0
831.8385096090325,380.29918830446314,2.0
395.8301061991624,93.65612704152024,2.0
164.99096444662052,437.0497896058563,1.0
994.2061620804432,139.0882278975612,0.0
394.5962359760748,712.9675276573845,3.0
318.40508747440003,348.18257224443903,2.0
975.912945424876,300.4569175256261,0.0
291.9702061255307,547.2259129740152,0.0
398.24466759228324,28.474871069986218,1.0
814.4123649464257,339.6095446327345,1.0
351.4984439988093,406.8131163241137,1.0
362.42630534753465,684.3505114499505,1.0
344.2238124838469,670.2937532224247,0.0
42.283675764425496,590.2600744701261,3.0
639.9806434451339,697.4793775997063,1.0
391.24004309158676,623.5978634738486,2.0
867.1713062261206,445.5798740928729,0.0
659.6857494514647,25.59224066507627,3.0
976.5502047747476,32.371591134716795,3.0
197.4222820007707,977.6009886703179,1.0
172.89542788952718,733.2945130960243,2.0
663.4916120412404,664.3374844960643,0.0
726.4573715420969,869.389550039322,2.0
876.3740140662096,106.1340468668865,1.0
450.79869544963,303.8610807386097,3.0
750.6238154187822,820.9678733729968,2.0
590.5403839869235,41.02125609998374,2.0
702.3207178520402,292.47173626867664,1.0
799.6082231801711,29.37402332446515,3.0
381.1837928735495,440.2443877056768,3.0
153.4343879208804,925.1906473462243,2.0
524.0349438031519,685.4519590868304,1.0
690.23910988622,498.6611283503563,3.0
828.9741718202445,762.066155459917,1.0
321.96195854260606,652.0428881097773,2.0
40.5227697400137,790.7102232803007,3.0
833.8087669176764,84.57527215407121,3.0
634.9110138359349,326.9455009811212,0.0
954.0305658485821,711.4748694721546,1.0
993.1155476909096,869.3290697479088,2.0
467.37159123823636,156.81853534677842,0.0
490.62904283881625,758.4052339769917,1.0
525.8849244094146,493.28398908051344,1.0
129.62582609674314,826.6649722532507,1.0
415.58413175232914,846.8012850200056,3.0
436.3127798153637,741.7419730449965,3.0
382.3925926602452,314.4126340561503,0.0
323.3618625700958,163.86497388892084,1.0
6.329097620069062,269.0691809687868,3.0
991.9348175616589,201.3579671166936,0.0
335.61197172844993,308.31483507401464,2.0
134.07871317446944,864.0728919735586,1.0
576.2287908410766,326.2044143864029,0.0
270.9162594948077,732.8568766194392,3.0
130.1967967464643,290.10395469364374,3.0
288.71019099470186,524.4585646658086,3.0
146.94959110865378,34.85693997972722,0.0
317.6513861292075,266.01940452422315,2.0
7.642398042602306,868.6846954008712,2.0
616.5653006967898,918.0686232688288,3.0
651.6991719823549,627.813474228164,2.0
346.0180819515673,569.550391297104,2.0
118.58441986768268,513.0215193704302,3.0
223.05260453740686,923.8515429797802,1.0
221.46722374951327,74.09585939024083,3.0
706.8555103547329,548.4391683384005,0.0
609.718527093363,628.648714806842,0.0
21.382257798068302,577.6101289749156,1.0
942.7229885722695,356.6506875947024,3.0
490.4354931007784,678.4758404475635,0.0
529.0078904523704,538.9182497243874,0.0
420.6357650838573,322.22505495484586,0.0
643.9944651672445,499.9438880455943,1.0
397.04925233589137,408.92946006682604,1.0
280.6464212640517,406.56092129711436,2.0
858.082370787164,500.6253653503338,1.0
609.8140934934787,579.4550996023293,1.0
227.16667838018535,466.28240111441636,0.0
393.8225778152488,377.9477867457369,3.0
430.5961641899435,207.20315190422923,0.0
879.0332644644509,225.8595799338911,1.0
245.9166214338773,208.22621714880532,1.0
747.7538418410221,185.7324489558176,0.0
510.2397894758538,789.0382995519524,2.0
302.45303225266446,616.2824992903776,1.0
630.2160291455177,104.3066576599619,3.0
550.8155689196933,56.104064319985305,1.0
918.8855112965058,663.6813940532714,3.0
928.0087272551395,101.49628360038793,2.0
297.99406764596796,963.1249620782332,1.0
64.23493199953995,458.2605577708414,2.0
923.4049446835371,268.21857693425767,3.0
265.8924344013504,785.9998718526857,1.0
260.8730982045055,387.35270300636716,2.0
172.7397799769609,43.081760358527475,2.0
164.30847801761428,649.8748443117875,2.0
187.5339643418475,848.547602914132,0.0
732.7808953720871,619.8386805986474,1.0
870.7280893986092,337.8205910251664,0.0
142.1313324146041,966.5955278197595,2.0
133.9797074280782,899.615316472045,2.0
601.7036001472514,661.7118639342774,1.0
986.4640173961761,274.4071558700382,2.0
912.8596404156963,182.4768542326456,2.0
733.2223022356588,599.6065315683302,1.0
278.3055112151109,882.8118532931392,3.0
833.0066001040232,203.67480628927348,2.0
160.12963137792323,597.3757819741136,3.0
397.14246268152306,478.68547700733467,3.0
797.1515794933986,684.3033543139298,3.0
486.9764524522346,608.9730709134119,1.0
350.7595911123499,793.5588761639125,1.0
553.823065540919,261.46138215749716,0.0
697.7371104321069,827.3626102104259,2.0
196.87702834905696,518.6780307469589,2.0
765.3916618462808,219.47874476119134,2.0
721.7064282902409,249.0729139719506,3.0
98.80839242098412,223.2141987871786,2.0
633.7756432250985,584.2103244691962,3.0
448.35033790153324,970.5979272205874,1.0
441.6869974356615,627.466141306665,1.0
767.5115569377044,584.8426844424371,1.0
816.205671305417,878.6838523047314,1.0
257.5003798717132,488.25969304086493,3.0
77.31721013579656,902.2845802885947,1.0
24.593469639043715,364.0776953472465,0.0
960.2313281419428,902.4258545612536,0.0
783.1424879732413,639.7478303964281,0.0
855.4886748149698,96.84590318823103,2.0
762.0534265947246,283.38946002598436,1.0
535.9229693686816,273.83280174325677,3.0
60.19871539272822,541.8125185812908,2.0
918.3267724017705,245.45380207830155,0.0
626.7672844272115,652.0521369398358,0.0
634.1325653836766,368.36675588471917,1.0
888.2899428828689,599.6911762276926,1.0
346.58126405913396,435.6984550244476,1.0
144.1659969119944,572.4244273344945,1.0
631.1233705595613,437.71859880761565,0.0
723.9133098344461,25.710262516445567,0.0
503.6497823667342,78.125277041434,3.0
237.30657239273725,897.1231402649465,2.0
486.7895900236807,291.2798827025146,0.0
820.6790767184988,221.19776193899855,3.0
930.1958950422116,840.8071069013189,2.0
552.9346462907522,697.2794865496162,2.0
533.0412220659127,842.196569973429,1.0
131.24249652133426,118.7472756637574,2.0
80.14789928742772,652.5710847356704,1.0
759.45509806875,553.2696146527209,0.0
130.45828659654066,935.5531779157616,3.0
148.87552965405155,350.81591796050424,3.0
126.20747310068742,582.3718489360364,2.0
285.2582318139723,845.7301320597509,1.0
516.7593933204571,654.1917323276093,0.0
515.3824662689709,147.67317488043435,1.0
235.6655395984151,566.9755294216194,2.0
595.029512767671,101.8410427691826,2.0
132.75764455588967,155.38488118707951,3.0
150.07218498395972,261.05133615838565,2.0
972.1030915174633,170.88908153877185,2.0
341.0555069865168,144.559489307444,1.0
582.7388536595447,145.31359337271266,1.0
214.8021007287619,893.926203336401,3.0
101.36788591684501,63.85073185474929,1.0
778.5932051312188,977.6918482570537,2.0
885.311172852541,740.2954830859709,3.0
729.3190012932794,130.80188693554538,1.0
733.8635578055171,938.3580805606339,2.0
38.07262133454161,182.01203314406723,3.0
25.012845232239936,743.3134204762946,3.0
177.1374982274555,278.1771708671589,3.0
652.7554902201377,562.4499651753401,2.0
298.50604149713513,385.08515688866106,3.0
559.4010627314099,457.08531364946157,1.0
262.9113197766981,897.6328378230548,0.0
892.7363755097322,250.30514681249116,2.0
470.8716270711037,943.7246632530528,0.0
917.4741533121756,322.6152486574497,2.0
226.79727823022836,702.4980690995186,2.0
405.2070293036222,647.1947909556143,3.0
264.31352808388453,449.6358824697815,1.0
494.77900804018145,951.4078403807745,3.0
574.6656247514265,546.4459746917946,0.0
81.34900674408688,314.7171091152215,0.0
924.4682320089001,465.84352442147065,1.0
791.7673477681981,185.71285222718086,0.0
176.36186878292318,568.5348156504452,0.0
868.3050296600821,360.9301985975369,3.0
371.3871641215252,64.24241492094485,1.0
16.40371454205282,490.0088075739073,3.0
532.6537857095149,369.0495201822512,1.0
693.6784131930874,443.69574815642727,1.0
406.7934704828783,867.7355869642012,2.0
804.7609238467503,707.8940669291592,0.0
735.9262832224389,847.6590547108748,1.0
650.1100046009856,605.4310048021047,3.0
442.65472158163516,418.88598619537424,2.0
132.32634452028748,730.9434914129879,1.0
569.6249524381939,928.678645364346,0.0
106.96700648711335,387.43259854340937,1.0
483.8568660779328,813.1808655236547,2.0
241.95093788511656,129.00354369651333,1.0
701.0262784488956,200.62952231356343,0.0
487.06340027724394,717.283349987536,3.0
200.19826811687605,148.2979412678912,2.0
851.0312584126624,557.4961452947056,2.0
859.5315636934525,900.6555699349168,2.0
679.5046726299751,790.8885787329328,3.0
731.1241092568804,365.355258557834,0.0
649.2708856450778,92.64993723113469,3.0
399.491577991264,133.66712750178672,0.0
847.847459689253,139.62466934661225,2.0
266.1665740213225,325.33451356593565,0.0
8.555829820737369,969.2798101893637,0.0
9.155959984370066,552.3021086344277,1.0
864.7541523625717,46.17559555065,0.0
887.8186367651298,544.1510768299141,3.0
847.9972324670586,937.1926116589237,3.0
632.5705543509123,148.09255953700247,0.0
36.04461562403877,239.96409753824668,0.0
904.2123264008252,363.8927263126244,3.0
76.8577277795061,161.5415377757857,2.0
607.5526621233147,255.56909893723494,1.0
26.790181243815905,199.04552325672003,0.0
113.74294991731595,170.72514092685975,0.0
39.12929265128421,522.9772047240997,2.0
168.62388172967613,371.36885460301403,2.0
837.8929231637082,180.77865754682648,2.0
218.16682615121584,243.5538309747901,1.0
571.9440235328954,568.371665598997,1.0
344.27677586175173,629.7599182819386,1.0
697.9660513947073,101.07540065863735,1.0
575.0209835917456,253.24209157449624,1.0
353.7360679372831,843.187970317346,2.0
461.96899212119416,58.53531388217026,1.0
744.4727688064422,417.91584628262916,2.0
112.00900280753943,25.878564224364744,1.0
596.3144833069028,524.5710805507156,2.0
931.7967813786689,62.01039561542573,0.0
175.99615553857052,206.50898304361073,2.0
15.940809826333396,669.0894155722032,3.0
555.3323421466579,26.881808842914467,1.0
580.039330067301,952.9687761436513,2.0
713.9560209453523,952.4033209352262,3.0
49.77347241115317,730.2608138041662,2.0
440.84312256742294,828.0552699229258,1.0
782.6079448959375,378.4332436001583,1.0
63.908660728259655,390.8571878472675,2.0
955.3135575380221,229.45513135620922,3.0
482.2757307807455,114.04618614913946,3.0
125.41062148360841,366.17495407262624,2.0
591.0032705776428,308.6100334619753,2.0
56.31566380487451,947.5422526453809,3.0
639.0785425484096,190.76966197438557,1.0
339.49011002040913,858.4146752926927,0.0
784.9068823299328,779.6972605521496,1.0
80.17333283438757,860.8959121100266,0.0
61.58061883524396,142.8344239382145,0.0
146.74014399937346,418.0769619550983,3.0
73.11594813458221,881.0124237793157,2.0
494.7989552430118,851.8659941707698,1.0
396.45032834912644,248.03611868427163,3.0
530.1862683920582,171.7156580151325,1.0
704.7994404119329,697.1978253814449,0.0
417.7540434957928,362.45897816208236,2.0
355.88239703501887,941.8971688344803,0.0
893.4452159103987,931.2179576985059,0.0
223.49099392352784,960.1443467386905,1.0
917.567494868944,888.3983730084792,1.0
46.627118432222105,302.8541143123,3.0
991.3009530846032,573.8862159498045,2.0
528.0491581412955,324.46890100683714,2.0
416.2541527134218,733.9414320124799,2.0
703.8877532204998,654.1028997880298,3.0
603.0505622885777,366.7601831866511,1.0
70.23720645955005,816.1630497005267,0.0
477.72634197021574,462.66834616346847,0.0
438.3856033531247,471.9016898727091,2.0
842.2796539594807,982.8502868963923,3.0
998.2304694589759,443.8835041350769,2.0
236.79339333563684,405.15066087321924,2.0
321.83816597750484,598.5903911332941,2.0
577.388587905379,865.3978450374817,3.0
127.7950190216453,336.3379333714793,1.0
414.61618004841523,236.021162457551,2.0
434.33027467656206,49.46116676327834,2.0
155.2376994122035,799.1117565414814,0.0
400.0232528159146,172.5676821412429,0.0
356.02523356804056,608.6953937182979,1.0
735.0801389717947,672.442128257502,0.0
957.2727716576871,754.6497362172545,0.0
320.4424904770438,967.7268999049995,1.0
272.49899318848964,111.7672136759092,3.0
652.8347734375037,953.1831567275012,0.0
155.93487637208167,671.9855171186333,1.0
162.5096264356728,834.2618751386622,2.0
379.69893872231165,347.8441324190119,2.0
842.2326162062643,887.4970746488875,2.0
450.810451957057,930.838210790872,3.0
108.40498899136713,925.1359942852687,0.0
954.3827422530265,922.4549357128745,2.0
844.9265307715722,664.9287859472678,0.0
836.6991312620603,498.831501328471,2.0
938.4279803352189,445.71091455958725,1.0
872.2276971347137,925.2778563554122,0.0
443.03686947312906,766.9495810783174,1.0
698.0926593663294,880.8514374869899,3.0
576.4944193241729,288.2339441488564,2.0
771.7538414198343,932.3216100864996,0.0
635.3607969587232,815.7871989420269,2.0
281.27197481393887,249.57330629643718,1.0
471.97923501453835,789.2521256600527,1.0
659.0258230799988,520.965475653949,3.0
251.21848852485093,599.4812301775725,2.0
68.80835901396024,567.7954565567908,0.0
339.7637120365712,455.7974138681932,3.0
11.34612427965972,805.9098064129175,1.0
629.9120267451027,751.7543698376085,0.0
799.1018591955233,158.80667989155725,0.0
858.3378848822609,184.86315146935206,3.0
574.5872917468758,973.3472104471876,2.0
78.52495341465341,129.5988473851793,1.0
396.82486980638816,553.3971769504101,3.0
142.6930278370627,395.70232998716233,3.0
568.7303171987767,591.8015527849781,1.0
220.01533804465262,302.7141890928306,0.0
109.29773314836768,871.0862599542522,2.0
477.7154159309643,363.25869532969216,1.0
727.4256708149163,645.7609306662793,3.0
72.95546302794223,279.7978107453828,1.0
951.3520349793431,569.4732753321323,0.0
396.89466135325523,950.5490186623854,1.0
996.8136852660876,323.2606098376851,2.0
698.891135855363,263.69145478352846,1.0
828.3951588153819,649.4008964949609,2.0
786.6868759084888,313.91117853327916,3.0
966.623525899336,344.51192313844035,1.0
199.68708461423634,744.6977736222747,3.0
918.1946055216359,547.5545333242401,0.0
301.59417658866323,313.88324845133207,0.0
25.439510382663094,59.452172937751904,0.0
302.65698027615184,287.85876308516924,3.0
661.8324884185677,168.235606147291,1.0
518.8765337888012,742.5293231656138,3.0
249.43607384355306,304.918543534521,3.0
25.953252275551197,125.4244516278306,1.0
797.7769205014446,596.7565558198452,2.0
681.9449070003917,737.5569781458673,3.0
970.8937982716639,595.8033174890923,1.0
103.88757651423055,336.16847963742737,0.0
738.0486247731625,776.2217356361286,2.0
988.9098631418835,466.65816566308297,2.0
451.97978025337324,570.2333473466131,2.0
759.1861067931919,741.4565284210929,0.0
900.8628723432787,493.20776952417987,0.0
281.2939653652285,754.0781106090625,3.0
585.2535587641368,392.54928057931494,3.0
675.8824580789127,459.4915238472539,0.0
362.94225558203635,708.3179463852423,0.0
807.2647661281752,496.0338462980592,3.0
275.7827556204676,508.8190893796121,1.0
505.7750237661639,821.0205607837373,2.0
459.85975270027376,407.7718744033254,0.0
780.3319782676257,21.32272857567113,1.0
938.1394101668604,168.90873635207106,2.0
965.4968015387631,115.20103353163788,1.0
20.50233792372498,87.57364678726266,3.0
429.644585826514,111.81840917447053,1.0
894.333026123442,406.5947746629344,2.0
60.2325695486942,437.26617985760714,2.0
569.6337031014425,121.86037199756603,0.0
683.5359635085772,419.5409328881867,3.0
890.0568438161964,56.42410407119756,3.0
83.96706825781678,594.3398714353917,2.0
302.0040909509868,59.06729680098747,0.0
700.6330560110313,620.158246897557,1.0
478.7589071358235,915.3402887943897,0.0
602.2307132068638,156.9612763587202,2.0
57.35259089460247,174.13328179228563,2.0
940.9135812536744,502.51141847869496,2.0
895.6165493448885,954.2696690262194,2.0
626.923913651621,616.1275293752432,2.0
342.8638665008333,918.1199554319847,0.0
125.12352362647424,418.72143015192523,2.0
362.5987472548355,583.1207983075828,1.0
498.0421745521384,334.5903149260498,2.0
540.7106933775428,117.9109629734204,0.0
6.7642188359310556,633.0587035405943,0.0
362.21156881179564,756.3234864328994,2.0
987.2540152733012,757.0019613226606,0.0
966.3511340001749,398.66225935516155,0.0
354.42967204949645,115.16546047353384,3.0
188.14480582796813,356.895335895819,0.0
687.6791744234152,24.728728416856534,1.0
313.56362044920314,829.2164892431907,2.0
660.9873974198697,315.2011168210009,3.0
781.2947163401324,699.3627194177757,3.0
824.3298928694364,856.6120821369292,0.0
999.3153765414562,392.31162142163924,3.0
605.3831214747721,402.12096130617095,3.0
984.7670683125234,894.8344207926064,0.0
739.2526668500443,966.3968802008302,1.0
378.7363172807896,207.6999786911697,0.0
452.0443880996596,367.0462872914569,3.0
926.3920580422598,203.61126761678204,2.0
331.82528675395696,811.6181689975041,3.0
435.70713881177795,151.28711022040645,0.0
880.1939978830428,511.1876951937797,3.0
170.23690524794915,512.4162334160069,0.0
853.9131290835622,728.2461048666307,0.0
503.3439166278341,503.00878777068965,2.0
608.3650643848365,433.6405515609755,0.0
619.220476424925,683.7938348129295,1.0
812.2086455746215,468.84028758801423,3.0
866.3954920753057,574.7594879295373,2.0
619.6170077213693,178.44582239513846,3.0
550.1225008026255,475.0950575527866,3.0
949.589089915366,625.7784855398984,3.0
951.6664333867592,86.74015116901796,3.0
558.8042936585275,151.82602063201708,1.0
199.78240144435009,24.017023509972898,1.0
303.4013157540778,108.44817241612424,2.0
198.29979305237808,225.74964668140993,0.0
452.7221406512438,224.54951025244472,1.0
343.0055130538791,345.15786571736174,3.0
718.7959262902856,167.10049236361465,1.0
860.4441592101067,70.36306476356258,0.0
399.17366147767024,762.1851010462548,0.0
442.4873686898765,902.7731460711382,1.0
564.9659489992318,217.7972342503963,1.0
302.0783702104551,727.5272702421387,3.0
772.5958047772059,862.9428490774651,0.0
104.58562538512992,478.5448937234233,3.0
63.03574315838113,484.92876669788006,1.0
770.989368769263,73.03363314339066,1.0
312.1812949954507,796.5983499836516,2.0
785.7852568567693,469.1670536671632,3.0
667.2104235315774,721.5638879630968,1.0
653.8828774124726,805.4558631675426,0.0
842.7771789130093,432.61501755617684,3.0
561.3154937463723,185.57966268593128,0.0
257.72541024340825,973.2940778485398,1.0
800.1018051144138,49.95817170386631,2.0
36.130833328580316,280.3743616996275,2.0
919.4074688803602,589.1188722678878,1.0
906.7238329470497,209.08213092443563,1.0
743.0569802875629,101.32506623238433,1.0
128.991579104241,692.740309396128,3.0
251.5810123523323,42.72739438492776,1.0
985.2145126124993,518.1339446315422,3.0
915.1203498085615,74.57379240078296,2.0
605.5573778445466,224.23743545492803,1.0
287.28688491060285,685.6908076763652,3.0
966.6719909466065,672.4483648923281,0.0
354.08496983843963,504.7175744365757,0.0
2.9212409312343612,157.87501611670274,2.0
878.0461483869118,766.9394413082873,3.0
722.9878274405484,706.8618554616378,0.0
886.9869684928888,192.11981608292024,1.0
145.46768174559597,627.7261913031772,2.0
183.32015173008662,95.72132083618123,3.0
309.2471941994487,527.3749821559593,3.0
559.8877128641479,377.53700181279646,2.0
158.5745504804222,171.07397343657584,3.0
429.7423405274718,507.81637277698104,3.0
88.64525781829818,748.3231427375413,0.0
800.679257842707,560.7072321100461,1.0
677.6319626521447,539.0933029523376,1.0
355.53434352223564,88.22619020783372,3.0
85.80311778514431,629.4918813653035,2.0
570.8504628067035,516.1784419504195,1.0
80.74595870868166,87.46210111444857,1.0
23.017076306854054,419.38656609941506,1.0
173.55389616222124,807.9273786129919,3.0
721.6200421760893,87.46004204143743,2.0
39.35879170844602,622.7339778442275,0.0
410.99186292445796,519.6701582362298,3.0
172.92310705811215,334.5255373690257,3.0
34.70698978397909,397.82314922088636,3.0
472.8970253241134,743.771345742401,1.0
